index,tweet,sentiment,score,all_hashtaged_words,VanderSentiment_pos,VanderSentiment_neg,VanderSentiment_neu,VanderSentiment_overall,polar_word_count_pos,polar_word_count_neg,Sentinent140_scores,hashtag_polarity,emotion_word_count_anticipation,emotion_word_count_disgust,emotion_word_count_fear,emotion_word_count_joy,emotion_word_count_negative,emotion_word_count_positive,emotion_word_count_sadness,emotion_word_count_surprise,emotion_word_count_trust,emotion_word_count_anger,score_hashtag_emotion_lexicon,emoticons_score
10730,when a grown adult doesnt drink or has never drank before i just assume they were raised around a raging alcoholic and they want no parts,anger,0.333,[],0.043,0.187,0.769,-0.6486,2,1,0,neural,0,1,1,0,1,0,0,0,0,1,0,0
10731,i played a game where john elway was sacked 3x and fumbled all 3x is this the same john elway i know of,anger,0.333,[],0.098,0,0.902,0.34,0,1,0,neural,0,2,0,0,2,0,0,0,0,0,0,0
10732,and sessions sweaty burning but sooooooo good,anger,0.333,"['Zumba,', 'PiYo', 'HIIT', 'missedoutonsummerbikinibodybutwintersunbodywilldo']",0.391,0,0.609,0.5927,1,0,3.825,neural,1,0,0,1,0,1,0,1,0,0,0,3
10733,all three of my agins on the pout,anger,0.296,[],0,0,1,0,0,1,-0.931,neural,0,0,0,0,0,0,0,0,0,0,0,0
10734,anger is cheap and politeness is expensive dont expect everybody to be polite,anger,0.333,"['ThoughtfulThursday', 'politeness']",0,0.236,0.764,-0.5719,2,3,1.403,neural,1,0,0,0,2,3,0,1,0,1,0,0
10735,dont give someone power by letting their words offend you,anger,0.333,[],0,0.196,0.804,-0.296,0,1,0.676,neural,0,1,0,0,2,0,0,0,0,2,0,0
10736,rt i need that one back that whole cd was hard the one with a flew through rhyme flow n the 1 u speak on the dollar,anger,0.333,['rage'],0,0.051,0.949,-0.1027,1,2,0,neural,0,0,0,0,0,1,0,0,0,0,1.303462306,0
10737,lot 100 would give ghandi road rage,anger,0.333,[],0,0.375,0.625,-0.5574,0,1,-2,neural,0,0,0,0,1,0,0,0,0,1,0,-2
10738,at least his character in fast and furious pumped some adrenaline into the franchise but thats about it,anger,0.333,[],0,0.121,0.879,-0.3291,0,2,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10739,how can i tell happy anniversary when u are not happy,anger,0.341,"['ampalaya', 'paitpaitanangpeg']",0.236,0.191,0.573,0.1783,2,0,4.196,neural,2,0,0,2,0,2,0,0,0,0,0,3
10740,i love when angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,anger,0.333,[],0.163,0.303,0.533,-0.6369,1,4,0,neural,0,2,1,2,2,2,1,1,0,2,0,0
10741,when you find out the initiative isnt even a thing anguishedface,anger,0.312,[],0,0,1,0,1,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10742,all this from a cigarette burning in lauras hand the angle of her chin the purse of her lips 104 gorgeous transition,anger,0.312,[],0.265,0,0.735,0.802,1,0,-0.272,neural,0,0,0,1,1,1,0,0,0,0,0,0
10743,this all resent problem is save,anger,0.312,"['India', 'Pakistan', 'NawazSharif\\n@ImranKhanPTI\\n@PTIofficial']",0.302,0.415,0.283,-0.0516,0,2,1.766,neural,0,0,1,1,2,1,1,0,0,1,0,2
10744,seek old of chasing resultin in within,anger,0.312,"['Awareness', 'shelter', 'habit', 'desires', 'anger', 'fear', 'worry', 'Satisfaction', 'Peace', 'Relax']",0,0,1,0,0,0,0,neural,1,0,0,0,0,0,0,0,0,0,4.582557395,0
10745,wolfpack theme and trons and sting wore the wolf shirt,anger,0.312,[],0,0,1,0,0,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10746,sadness with resentment is the past sadness with fear is the future try to live in the now,anger,0.172,['MHchat'],0,0.459,0.541,-0.8979,1,5,-0.168,neural,0,1,1,0,4,0,3,0,0,2,0,0
10747,anger is cheap and politeness is expensive dont expect everybody to be polite,anger,0.312,"['ThoughtfulThursday', 'anger', 'politeness']",0,0.236,0.764,-0.5719,2,3,1.403,neural,1,0,0,0,2,3,0,1,0,1,1.092345791,0
10748,or in my case a raging moody cow lol why i buy moody cow socks lol,anger,0.389,[],0.224,0.336,0.44,-0.4215,0,5,3,neural,0,1,2,0,4,0,3,0,0,3,0,3
10749,im just doing what u should b doing just minding my business and grinding relentless,anger,0.312,[],0.079,0,0.921,0.0516,2,1,-1.173,neural,0,0,0,0,1,0,0,0,0,0,0,-1
10750,holding a doesnt make you it makes you doesnt make you it sets you,anger,0.312,"['grudge', 'strong;', 'bitter.', 'Forgiving', 'weak;', 'free.']",0,0,1,0,0,0,0.676,neural,0,0,0,0,0,0,0,0,0,0,0,0
10751,regarde tes snap,anger,0.312,[],0,0,1,0,0,0,-0.112,neural,0,0,0,0,0,0,0,0,0,0,0,0
10752,standard candice starting the show with a pout,anger,0.33,"['startasyoumeantogoon', 'GBBO']",0,0,1,0,0,1,-0.931,neural,0,0,0,0,0,0,0,0,0,0,0,0
10753,the orange one is and you shouldnt judge the one by how it looks but by how it tastes,anger,0.312,"['poisonous', 'bitter.', 'blue', 'delicious.']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10754,who got madden 17 or 2k17 ps4 add trackdawgt lets run it,anger,0.312,[],0,0,1,0,0,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10755,i wish the next madden has a story mode too just like fifa 17,anger,0.312,['madden'],0.302,0,0.698,0.6369,3,2,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10756,taking offense to acount he ranks 32 of 36 over last 2 years by sabr,anger,0.312,[],0,0.125,0.875,-0.25,0,0,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
10757,thank u justin for this amazing concert i cant believe that only u can provoke these thousand smiles these night,anger,0.312,[],0.351,0.094,0.556,0.8126,2,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10758,boxinghub over fury any day,anger,0.312,"['klitschko', 'boxing']",0,0.481,0.519,-0.5719,0,1,0,neural,0,0,1,0,1,0,1,0,0,1,1.178600987,0
10759,the best revenge is massive success,anger,0.312,[],0.552,0.238,0.21,0.6705,2,1,3.07,neural,2,0,1,1,1,1,0,1,0,1,0,2
10760,tiangong 1 chinas first space laboratory will come to a fiery end in late 2017 the average decommissioned satellite either burns,anger,0.312,[],0,0.107,0.893,-0.34,2,0,-0.697,neural,0,0,0,0,1,0,1,0,0,0,0,0
10761,houston might lose a coach tomorrow or by midnight,anger,0.312,['yikes'],0,0.252,0.748,-0.4019,0,1,0,neural,1,1,1,0,1,0,1,1,0,1,0.875814173,0
10762,well the lines for swedens goals sure sting,anger,0.312,[],0.423,0,0.577,0.5267,2,1,-0.316,neural,0,0,2,0,1,0,0,0,0,1,0,0
10763,dont get get,anger,0.312,"['bitter', 'BETTER']",0,0,1,0,0,0,-0.173,neural,0,0,0,0,0,0,0,0,0,0,0.85455127,0
10764,dont be bitter,anger,0.292,[],0.538,0,0.462,0.3252,0,1,-2.435,neural,0,0,0,0,0,0,0,0,0,0,0,-2
10765,went n a bodega 4 incense lookd  the sis behind the counter amp it was like a mirror she said where u from i said here she said no originally,anger,0.185,[],0.076,0.067,0.856,0.0772,1,1,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
10766,recommended reading prisoners of hate by aaron beck,anger,0.292,[],0.13,0.507,0.362,-0.7351,1,1,0,neural,0,1,1,0,1,1,1,0,0,1,0,0
10767,thats the joke i know its incense,anger,0.222,[],0.268,0,0.732,0.296,1,1,0.742,neural,0,0,0,0,2,0,0,0,0,1,0,0
10768,leveled at the half much better offense expected in the second half,anger,0.182,[],0.195,0.134,0.671,0.2263,1,0,-0.353,neural,1,1,1,0,1,0,1,0,0,1,0,0
10769,huh we have a sprint coach were the slowest team in the comp talk about robbing a living,anger,0.292,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10770,sippin wondering i finally gave in lt 3 haha its because,anger,0.292,"['firsttweetever', 'hotchocolate', 'why', 'hellloooootwitter', 'facebookisforfamily']",0.231,0,0.769,0.4588,0,0,0,neural,1,1,0,1,0,1,0,1,0,0,0.433337805,0
10771,one of my favorite classic cars is the plymouth fiery,anger,0.292,[],0.224,0.179,0.597,0.1531,3,0,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
10772,as your own lives in order to complete our amazing life journey successfully it is there,anger,0.357,[],0.333,0,0.667,0.7906,2,0,0,neural,1,0,1,1,0,1,0,0,0,0,0,0
10773,kik me i want to swap pics i will post on my account anonymously if you wish kik vsvplou,anger,0.292,"['Kik', 'kikme', 'snap', 'nudes', 'tits', 'snapchat']",0.19,0,0.81,0.4588,3,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.291096214,0
10774,focus on yourself dont let others love define you when youre happy and dont let it make you bitter if you get hurt,anger,0.292,[],0.115,0.297,0.589,-0.7067,2,2,-3.581,neural,1,0,1,2,1,3,1,0,0,1,0,-2
10775,i wish the next madden has a story mode too just like fifa 17,anger,0.292,[],0.302,0,0.698,0.6369,3,2,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10776,i frown and cup your cheeks in my hands after you step aside angela i care about you and i dont know how else i can,anger,0.304,[],0.113,0,0.887,0.4939,1,1,0,neural,0,0,0,0,1,0,1,0,0,0,0,0
10777,flushedface the intensity that play at is extraordinary rugbyfootball clappinghandsdarkskintone,anger,0.292,"['relentless', 'AFLCatsSwans', 'AFLFinals']",0.211,0,0.789,0.34,1,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10778,need a new outlet for,anger,0.292,[],0,0,1,0,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10779,i need a bentobox sushi date riceball spaghetti an olive guarded date cheesewedge and a oncomingfistmediumlightskintone rockys date pizza,anger,0.271,[],0,0,1,0,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10780,eazy my snap is andriaprebles redheart,anger,0.271,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10781,colors of the leaves are changing heatwaves in la still raging lattes made in batches visit pumpkin patches,anger,0.271,['FallSongs'],0,0.167,0.833,-0.5267,0,1,-0.619,neural,0,1,1,0,1,1,0,0,0,1,0,0
10782,what shall we do this weekend in with amp,anger,0.271,"['ldf16', 'spraypainting', 'greenwichmarket', 'core246', 'lilylou', 'fret', 'benoakley']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10783,it takes a man to suffer ignorance and smile be yourself no matter what they say,anger,0.271,[],0.116,0.328,0.556,-0.5535,1,2,0,neural,0,0,0,1,2,1,0,1,0,0,0,0
10784,meeee im lvl 320 and i have not a single relentless,anger,0.271,[],0,0.103,0.897,-0.0382,0,1,-1.173,neural,0,0,0,0,0,0,0,0,0,0,0,-1
10785,inferno217 ummm that dragons fury though,anger,0.271,[],0,0.425,0.575,-0.5719,0,2,-0.34,neural,0,0,1,0,1,0,1,0,0,1,0,0
10786,hes perfect but not even in that way where you sort of resent him or suspect that he leads a double life just perfect,anger,0.271,[],0.226,0.162,0.612,0.4785,4,2,3.979,neural,2,0,1,2,2,2,0,0,0,1,0,3
10787,i thought i peeped him on your snap thats the homie raisedfistmediumskintone lol,anger,0.271,[],0.189,0,0.811,0.4215,0,0,3,neural,1,0,0,0,0,0,0,0,0,0,0,3
10788,my heart goes out to that woman for the indignity of what she is sitting through,anger,0.271,[],0.219,0,0.781,0.6369,1,1,-0.12,neural,0,0,0,0,0,0,0,0,0,0,0,0
10789,you cant fight the elephants until you have wrestled the pigs,anger,0.271,"['quoteoftheday', 'relentless']",0.179,0,0.821,0.2924,0,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10790,eyes66 im sensing a theme here tho lol,anger,0.271,[],0.286,0,0.714,0.4215,0,0,3,neural,0,0,0,0,0,0,0,0,0,0,0,3
10791,espn just assumed i wanted their free magazines,anger,0.271,[],0.32,0,0.68,0.5106,2,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10792,if my luck the rest of fall goes anything like today i think im going to like this season,anger,0.271,"['bestdayever', 'magic', 'work', 'snap']",0.333,0,0.667,0.7906,3,1,-0.194,neural,1,0,0,1,1,2,1,1,0,0,2.257237359,0
10793,these jerseys look like some whack ones that you tried to make when you made custom jerseys on 04,anger,0.271,"['NewEnglandPatriots', 'madden']",0.122,0,0.878,0.3612,1,0,0,neural,0,0,0,0,1,0,0,0,0,0,0,0
10794,no grudge only truth in abundance,anger,0.271,[],0.271,0.259,0.471,0.0258,2,1,1.697,neural,1,1,0,1,2,2,0,0,0,1,0,0
10795,take me with you jk have fun relax get a massage or two and chill dont eat the cucumbers most places frown on that,anger,0.271,[],0.278,0,0.722,0.7964,1,3,0,neural,1,0,0,2,1,3,1,0,0,0,0,0
10796,630am meeting olympic house,anger,0.271,"['10golds24', 'neverquit', 'believe', 'dreambig', 'TeamTTO', 'going4gold']",0,0,1,0,0,0,-0.172,neural,0,0,0,0,0,0,0,0,0,0,2.307192859,0
10797,houston might lose a coach tomorrow or by midnight,anger,0.271,"['yikes', 'offense?']",0,0.252,0.748,-0.4019,0,1,0,neural,1,1,1,0,1,0,1,1,0,1,0.875814173,0
10798,its easy to hold a grudge harder to let go,anger,0.295,[],0.244,0,0.756,0.4404,1,1,-0.415,neural,0,0,0,0,1,0,0,0,0,1,0,0
10799,prayers amp protection to our brothers and sisters fighting in,anger,0.189,"['Charlotte', 'against', 'machines']",0,0.217,0.783,-0.3612,1,0,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
10800,testing,anger,0.25,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10801,happiness is the best revenge,anger,0.25,[],0.591,0.258,0.152,0.6597,2,1,-2,neural,2,0,1,1,1,1,0,1,0,1,0,-2
10802,i forgot about this nice area down here with the fiery hearths,anger,0.25,[],0.208,0.153,0.639,0.2144,2,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10803,it takes a man to suffer ignorance and smile be yourself no matter what they say,anger,0.25,['sting'],0.116,0.328,0.556,-0.5535,1,2,0,neural,0,0,0,1,2,1,0,1,0,0,0,0
10804,also madden isnt the funniest game to watch and if there isnt much happening its boring,anger,0.25,[],0,0.272,0.728,-0.6398,0,3,-4.086,neural,1,0,2,0,2,0,0,0,0,1,0,-3
10805,mm okay ham for you and turkey for me  gives his hair a ruffle before heading back in the kitchen to set out the gt gt,anger,0.25,[],0.21,0,0.79,0.6249,2,1,0,neural,0,0,0,0,1,0,0,0,0,0,0,0
10806,oh my watching its been like ages,anger,0.25,['rage.'],0.294,0,0.706,0.3612,1,0,-0.318,neural,0,0,0,0,0,0,0,0,0,0,0,0
10807,like hello i am your first born you must always laugh at my jokes,anger,0.324,[],0.424,0,0.576,0.7964,1,1,2,neural,0,0,0,1,0,1,0,1,0,0,0,2
10808,sometimes the best motivations come from proving them wrong,anger,0.25,"['energy', 'MotivationalQuotes']",0.294,0.217,0.49,0.2732,1,1,-2.896,neural,0,0,0,0,1,0,0,0,0,0,0.029964996,-2
10809,tonights episode gave me life yaassss queens,anger,0.25,"['DragRace', 'AllStars2', 'teamalaska', 'teamkatya', 'bwahaha']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10810,and naoto nod she also like tha bands but she also frown will the bands papa roach be at concert ,anger,0.229,[],0.084,0,0.916,0.1901,2,1,0,neural,0,0,0,0,1,0,1,0,0,0,0,0
10811,if someone keeps at you dont at least u r giving ,anger,0.229,"['laughing', 'fret', 'happiness', 'quotestoliveby']",0.194,0,0.806,0.34,0,1,0,neural,0,0,0,0,0,1,0,0,0,0,2.335399698,0
10812,sounds like a good game plan for our offense,anger,0.202,[],0.403,0.149,0.448,0.5267,2,1,0,neural,2,1,1,1,1,1,1,1,0,1,0,0
10813,the most important thing to is to hold your,anger,0.147,"['bestrong', 'thoughts']",0.207,0,0.793,0.2716,1,0,0.805,neural,0,0,0,0,0,1,0,0,0,0,0.158036554,0
10814,so rangers v celtic ll,anger,0.229,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10815,i think they may be,anger,0.229,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10816,i should really study today for chemistry but playing madden is just way more fun,anger,0.208,[],0.353,0,0.647,0.7958,1,2,4.64,neural,1,0,1,1,1,2,0,0,0,1,0,4
10817,i love the word fret so much and im in heaven,anger,0.127,[],0.455,0,0.545,0.8176,2,1,2.683,neural,0,0,1,1,1,2,0,0,0,0,0,2
10818,is the live event brock vs orton 2 this saturday on the wwe network if not it needs to be,anger,0.208,['wwe'],0,0,1,0,1,0,0,neural,1,0,0,0,0,0,0,0,0,0,0,0
10819,thursdays at 6pm vespers amp meditation sing or listen,anger,0.208,"['prayerful', 'plainsong', 'multisensory', 'candles', 'incense', 'psalms', 'music', 'silence', 'faithful']",0,0,1,0,0,0,0,neural,1,0,0,1,0,1,1,0,0,0,4.467172629,0
10820,pray for my boy huff,anger,0.208,[],0.365,0,0.635,0.3182,0,0,-1.203,neural,1,1,1,1,1,1,0,1,0,1,0,0
10821,gameday vs buford today at 5 30 at home never been so excited,anger,0.208,[],0.206,0,0.794,0.4795,1,0,4.152,neural,1,0,0,1,0,1,0,1,0,0,0,3
10822,snap hialeshia grinningfacewithbigeyes,anger,0.208,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10823,i need to stop second guess myself and just go with the first thought and go with it,anger,0.208,[],0,0.115,0.885,-0.296,1,1,0,neural,1,0,0,0,0,0,0,1,0,0,0,0
10824,630am meeting olympic house,anger,0.208,"['10golds24', 'relentless', 'neverquit', 'believe', 'dreambig', 'TeamTTO', 'going4gold']",0,0,1,0,0,0,-0.172,neural,0,0,0,0,0,0,0,0,0,0,2.307192859,0
10825,it doesnt offend me but its just weird,anger,0.188,[],0.152,0.216,0.632,-0.1546,1,2,-2,neural,0,2,0,0,2,0,0,0,0,1,0,-2
10826,drop snapchat names,anger,0.188,"['bored', 'swap', 'pics']",0,0.512,0.488,-0.2732,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.055726877,0
10827,follow me on snapchat ghost carlabtst15,anger,0.188,['snapchat'],0,0.315,0.685,-0.3182,0,0,0,neural,0,0,1,0,0,0,0,0,0,0,1.291096214,0
10828,i love when are busy in teaching how to while taking in a mall their desication is immense love,anger,0.188,"['girls', 'pout', 'selfie', 'women', 'perfection']",0.331,0,0.669,0.8555,2,1,4.083,positive,0,0,0,2,0,3,0,0,0,0,1.155776412,3
10829,follow my girl tiff she only got 3 followers sparklingheart heartwitharrow sparklingheart heartwitharrow heartwitharrow,anger,0.188,[],0,0,1,0,0,0,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
10830,heartattack peanut butter takes away the sting,anger,0.188,[],0,0,1,0,0,1,-0.316,neural,0,0,1,0,1,0,0,0,0,1,0,0
10831,hate to see yall frown but id rather see him smiling twohearts sparkles,anger,0.188,[],0.36,0.122,0.518,0.6808,1,2,3.822,neural,0,1,1,1,2,1,2,0,0,1,0,3
10832,jared  heartwitharrow,anger,0.188,['snap?'],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10833,kik me i want to swap pics i will post on my account anonymously if you wish kik vsvplou,anger,0.188,"['Kik', 'kikme', 'nudes', 'tits', 'snapchat']",0.19,0,0.81,0.4588,3,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.291096214,0
10834,ordered my vacation bathing suits one less thing to fret about,anger,0.188,[],0,0,1,0,0,2,0,neural,1,0,1,1,1,1,0,0,0,0,0,0
10835,cheap pout my brodcast,anger,0.232,[],0,0,1,0,0,2,0,neural,0,0,0,0,1,0,0,0,0,0,0,0
10836,ughhh love a clean house and my incense lit aromatherapy,anger,0.26,[],0.463,0,0.537,0.7845,2,1,0,neural,0,0,0,2,1,2,0,0,0,1,0,0
10837,follow me on snapchat ghost carlabtst15,anger,0.167,"['snapchat', 'snap']",0,0.315,0.685,-0.3182,0,0,0,neural,0,0,1,0,0,0,0,0,0,0,1.291096214,0
10838,vale vale sip sangria and taste tantalizing tapas s fiery flamenco nights,anger,0.167,"['MinutesFromHoM', 'SilverLake', 'LA', 'Flamenco']",0,0.179,0.821,-0.34,2,0,-0.241,neural,1,0,0,1,1,1,0,1,0,0,0,0
10839,grateful for all the hungry people in my life hungry to learn change grow help etc not sure anybody has it better,anger,0.167,['relentless'],0.301,0.069,0.63,0.7676,4,2,2,neural,3,0,1,1,2,3,0,0,0,0,0,2
10840,love the new song i cant stop thinking about you by,anger,0.167,['sting.'],0.403,0,0.597,0.7259,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
10841,just to help maintain and boost our status as a world class centre for education culture and tolerance,anger,0.167,[],0.336,0,0.664,0.765,4,0,0,neural,0,0,0,0,0,2,0,0,0,0,0,0
10842,one of my favorite songs brother real talk,anger,0.157,[],0.3,0,0.7,0.4588,2,0,-0.125,neural,0,0,0,1,0,4,0,0,0,0,0,0
10843,one month til someones bday and i think its time to flaunt that i got them something pretty awesome,anger,0.143,[],0.3,0,0.7,0.8074,2,1,5.313,neural,2,0,0,1,1,1,0,0,0,0,0,4
10844,he didnt sting me luckily he just flew off happy and drunk lolololol,anger,0.146,[],0.197,0.271,0.532,-0.1032,3,2,0.742,neural,1,0,1,1,1,1,0,0,0,1,0,0
10845,ellie just gave me loads of gifts with notes on em for uni n i burst out in tears i love her wearyface,anger,0.146,[],0.155,0.07,0.775,0.5106,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
10846,92 what i miss,anger,0.146,[],0,0.348,0.652,-0.1531,0,1,-3.648,neural,0,0,0,0,0,0,0,0,0,0,0,-2
10847,wrath of khan is one of the best movies of all time,anger,0.146,[],0.276,0,0.724,0.6369,1,1,0,neural,1,0,2,0,1,0,0,0,0,1,0,0
10848,im girly in the sense that i always have lashes amp nails done but tomboy in the sense that black is my only color amp refuse the ruffle life,anger,0.146,[],0,0.091,0.909,-0.4215,2,3,0,neural,0,0,0,0,2,2,0,0,0,0,0,0
10849,follow up follow through be,anger,0.125,"['relentless.', 'success']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.325518117,0
10850,turn that frown upside down,anger,0.125,[],0,0,1,0,1,2,-0.457,neural,0,0,0,0,1,0,1,0,0,0,0,0
10851,its game day t minus 14 30,anger,0.125,[],0,0,1,0,0,1,-0.321,neural,0,0,0,0,0,0,0,0,0,0,0,0
10852,rose incense are the best thing ive ever bought,anger,0.125,[],0.344,0,0.656,0.6369,1,1,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
10853,literally burst out laughing,anger,0.067,[],0.516,0,0.484,0.4939,0,0,1.93,neural,0,0,0,1,0,1,0,0,0,0,0,1
10854,follow up follow through be,anger,0.125,['success'],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.325518117,0
10855,wrinkles should merely hide where frown have been mark twain,anger,0.125,[],0,0.159,0.841,-0.1779,0,2,0.742,neural,0,0,1,0,1,0,1,0,0,0,0,0
10856,love the new song i cant stop thinking about you by,anger,0.083,[],0.403,0,0.597,0.7259,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30001,oh dear an evening of absolute hilarity i dont think i have laughed so much in a long time facewithtearsofjoy,joy,0.958,[],0.237,0,0.763,0.6808,2,1,0,neural,2,0,0,1,0,3,0,0,0,0,0,0
30002,been waiting all week for this game redheart redheart redheart redheart,joy,0.94,"['cheer', 'friday']",0,0,1,0,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0.672721432,0
30003,love thank you so much gloria youre so sweet and thoughtful you just made my day more joyful i love you too smilingfacewithsmilingeyes twohearts,joy,0.938,[],0.551,0,0.449,0.9722,7,1,0,neural,1,0,0,4,0,5,0,1,0,0,0,0
30004,i feel so blessed to work with the family that i nanny for redheart nothing but love amp appreciation makes me smile,joy,0.938,[],0.322,0.137,0.541,0.7306,3,0,3.879,neural,0,0,0,4,0,4,0,1,0,0,0,2
30005,today i reached 1000 subscribers on yt,joy,0.926,"['goodday,', 'thankful']",0.189,0,0.811,0.1027,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.223978571,0
30006,good morning love happy first day of fall lets make some awesome,joy,0.924,"['autumnmemories', 'annabailey', 'laughter', 'smile']",0.651,0,0.349,0.9423,4,1,5.313,neural,2,0,0,3,1,3,1,1,0,0,0.771090017,4
30007,is the best thing ive seen in ages so funny ive missed bridget,joy,0.922,"['BridgetJonesBaby', 'love', 'TeamMark']",0.389,0.121,0.49,0.7563,2,0,0.742,neural,0,0,0,0,0,0,0,0,0,0,0.96451242,0
30008,just got back from seeing in burslem amazing face still hurts from laughing so much,joy,0.92,[],0.317,0.14,0.543,0.5994,3,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30009,i thought the holidays could not get any more cheerful and then i met you,joy,0.917,['TheNiceBot'],0.33,0,0.67,0.7501,1,0,0.676,neural,1,0,0,1,0,1,0,1,0,0,0,0
30010,im just still so happy a blast,joy,0.917,[],0.441,0,0.559,0.6948,2,1,0.855,neural,1,0,1,1,1,1,0,1,0,1,0,0
30011,its meant to be,joy,0.917,"['happy', 'happy']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,4.323939765,0
30012,collision balancescale yeah doubleexclamationmark paul doubleexclamationmark balancescale collision,joy,0.917,"['glorious', 'BB18']",0.18,0.41,0.41,-0.4215,0,0,-3.931,neural,0,0,0,0,2,0,0,0,0,2,0,-2
30013,my morning started off amazing hopefully the whole day is going as i want it to go,joy,0.917,['GreatDay'],0.358,0,0.642,0.7783,3,0,-0.415,neural,0,0,0,0,0,0,0,0,0,0,0,0
30014,facescreaminginfear youve had me facewithtearsofjoy facewithtearsofjoy the whole time watching ishabc after youve lost your it was,joy,0.9,"['glasses!', 'hilarious!']",0,0.126,0.874,-0.3182,0,1,-0.219,neural,1,0,0,0,1,0,1,0,0,0,0,0
30015,love you so much smilingfacewithsmilingeyes smilingfacewithsmilingeyes,joy,0.896,['smile'],0.457,0,0.543,0.6369,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0.545147407,0
30016,however rei did offer me the job today as well cant believe how exponentially freaking joyous i feel,joy,0.896,[],0.258,0.117,0.625,0.5267,2,0,-0.923,neural,0,0,0,1,0,3,0,0,0,0,0,0
30017,2 days until and 23 days until im so excited,joy,0.88,"['GoPackGo', 'GoGipeGo.....', 'smiling']",0.257,0,0.743,0.4795,1,0,4.152,neural,1,0,0,1,0,1,0,1,0,0,2.018001629,3
30018,you are beyond wonderful your singing prowess is phenomenal but damn im just elated to watch you act again 珞,joy,0.879,['ThisIsUs'],0.284,0.124,0.592,0.6808,5,1,0,neural,1,1,1,2,1,2,0,1,0,1,0,0
30019,luckii im changing in so many ways bc of him its a scary but joyful feeling making me so strong,joy,0.877,[],0.417,0.068,0.515,0.9163,2,1,2,neural,1,1,1,2,1,2,1,1,0,1,0,2
30020,i love parody accounts well done vote for,joy,0.875,"['Trump.', 'lol', 'hilarious']",0.512,0,0.488,0.743,2,1,0,neural,1,0,0,2,1,2,1,1,0,1,0.430244253,0
30021,when you wake up from a dream laughing at something stupid and that makes you laugh more,joy,0.875,['hilarious'],0.349,0.135,0.516,0.6597,1,2,0,neural,0,0,0,2,1,2,0,1,0,0,0.381180105,0
30022,now that i have my future planned out i feel so much happier,joy,0.875,"['goals', 'life', 'happy', 'igotthis', 'yay']",0.235,0,0.765,0.5688,0,0,0.879,neural,0,0,0,0,0,0,0,0,0,0,3.997283811,0
30023,online now all day come play with me im happy happy horny playful sweet sour,joy,0.875,[],0.611,0,0.389,0.9403,4,1,-0.211,neural,3,1,0,4,1,4,0,2,0,1,0,0
